animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color
A729835,2014-06-22,*Cara,2016-07-06T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown
A729041,2014-06-12,*Mikey,2016-07-06T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Brown
A727908,2012-05-28,Stuart,2016-07-06T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,Tan/White
A727607,2013-05-24,*Roger,2016-07-06T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Tan/White
A729972,2016-04-26,,2016-07-07T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,White/Black
A730666,2014-07-08,,2016-07-08T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Female,2 years,West Highland/Maltese,White
A728068,2014-05-30,*Dante,2016-07-10T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,2 years,Boxer Mix,Brown/White
A730225,2014-06-30,Bullet,2016-07-11T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,2 years,Catahoula Mix,Brown Brindle/Black
A728769,2015-09-19,*Blanket,2016-07-11T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,9 months,Pit Bull Mix,Black/White
A729497,2014-06-19,*Nick,2016-07-12T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Brown
A730820,2015-07-11,Baby,2016-07-13T00:00:00-05:00,07-2016,Return to Owner,,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A730208,2016-05-15,*Sally,2016-07-14T00:00:00-05:00,07-2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby
A730693,2012-07-09,*Pepper,2016-07-14T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,4 years,Rat Terrier Mix,White
A730780,2016-03-26,*Little Joe,2016-07-14T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,3 months,Dachshund/Chihuahua Shorthair,Tricolor
A730522,2015-07-06,,2016-07-14T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/Tan
A730577,2016-06-23,,2016-07-15T00:00:00-05:00,07-2016,Missing,In Kennel,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A730667,2011-07-08,*Javier,2016-07-15T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/Tan
A699858,2006-04-03,Dolly,2016-07-17T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,White/Brown
A727691,2014-11-24,Pico,2016-07-18T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A726190,2014-05-07,*Beckie,2016-07-18T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Red/White
A729623,2015-03-21,Kennedy,2016-07-19T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A730320,2015-07-01,,2016-07-19T00:00:00-05:00,07-2016,Missing,,Bird,Unknown,1 year,Pigeon Mix,Black
A610208,2006-09-19,Minnie,2016-07-19T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Black/Tan
A729622,2015-03-21,Deloris,2016-07-20T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White
A731365,2016-06-12,,2016-07-21T00:00:00-05:00,07-2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A731434,2014-07-22,,2016-07-22T00:00:00-05:00,07-2016,Transfer,Partner,Bird,Unknown,2 years,Heron Mix,Gray/Brown
A729424,2013-12-18,Capitan,2016-07-24T00:00:00-05:00,07-2016,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
A721909,2015-09-07,Jade,2016-07-24T00:00:00-05:00,07-2016,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White
A731285,2016-06-19,Uncle Fester,2016-07-25T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,White/Tortie
A730950,2016-03-14,*Rooney,2016-07-25T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Female,4 months,Labrador Retriever Mix,Tan
A730951,2016-03-14,*Mara,2016-07-25T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Intact Female,4 months,Labrador Retriever Mix,Tan/White
A731453,2009-01-22,Marshall,2016-07-26T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,7 years,Shih Tzu,Gold/Cream
A731710,2016-07-25,,2016-07-27T00:00:00-05:00,07-2016,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
A731711,2016-07-25,,2016-07-27T00:00:00-05:00,07-2016,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
A729019,2015-06-27,*Jensie,2016-07-27T00:00:00-05:00,07-2016,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A731060,2016-01-15,,2016-07-28T00:00:00-05:00,07-2016,Transfer,Partner,Bird,Intact Male,6 months,Chicken Mix,Orange
A731061,2016-01-15,,2016-07-28T00:00:00-05:00,07-2016,Transfer,Partner,Bird,Intact Male,6 months,Chicken Mix,Black
A728297,2014-12-02,Thor,2016-07-28T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A726074,2008-11-05,Zoey,2016-07-28T00:00:00-05:00,07-2016,Transfer,Partner,Dog,Spayed Female,7 years,Rhod Ridgeback Mix,Red/White
A577639,2010-05-09,Lapis Lazuli,2016-07-28T00:00:00-05:00,07-2016,Return to Owner,,Dog,Spayed Female,6 years,Labrador Retriever/Chow Chow,Brown/White
A731730,2015-07-26,*Franklin,2016-08-01T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Male,1 year,Australian Cattle Dog/Labrador Retriever,Red Tick/White
A731459,2014-07-22,Sam,2016-08-01T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black
A730380,2014-07-03,*Tonka,2016-08-03T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Neutered Male,2 years,Bulldog/Pit Bull,Brown Brindle
A723300,2014-03-29,*Bambino,2016-08-08T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A571610,2008-08-23,Timo,2016-08-08T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate
A731704,2013-07-26,*Shirley,2016-08-09T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Spayed Female,3 years,Norwich Terrier Mix,Tan
A732307,2015-08-05,,2016-08-09T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black
A732334,2016-06-10,*Mauricio,2016-08-13T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Red
A731442,2016-04-22,Fred,2016-08-13T00:00:00-05:00,08-2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A732540,2016-03-09,*Akelah,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A732732,2015-08-12,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,1 year,Siamese Mix,Lynx Point
A732733,2015-08-12,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A732723,2016-06-07,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,2 months,Snowshoe Mix,Flame Point
A732777,2013-08-13,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black/White
A732779,2013-08-13,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair Mix,Blue/White
A732780,2013-08-13,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,3 years,Domestic Shorthair Mix,White/Black
A732785,2015-08-13,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A732786,2015-08-13,,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A731896,2015-07-29,Junebug,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A711545,2015-05-08,*Misty,2016-08-14T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A725014,2013-04-24,Tyson,2016-08-15T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,3 years,American Bulldog Mix,White/Brown Brindle
A732580,2015-08-10,*Katie,2016-08-15T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/White
A731450,2015-07-22,*Colby,2016-08-15T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,1 year,Pointer/Boxer,Black/White
A731359,2015-07-21,Tiny,2016-08-15T00:00:00-05:00,08-2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A732477,2016-05-24,Vivi,2016-08-16T00:00:00-05:00,08-2016,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie/White
A732647,2013-08-11,*Josie,2016-08-16T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,3 years,Pug Mix,Tan/Black
A732648,2013-08-11,*Jeffrey,2016-08-16T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Male,3 years,Dachshund Mix,Tan/Black
A732658,2014-08-11,*Jason,2016-08-16T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black
A732659,2014-08-11,*June,2016-08-16T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown
A732660,2016-03-11,*Jack,2016-08-16T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Male,5 months,Toy Fox Terrier Mix,Black
A731670,2016-05-26,,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A731671,2016-05-26,,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A731672,2016-05-26,*Alderson,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A730724,2016-06-09,,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Tortie
A730725,2016-06-09,,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Tortie
A730721,2015-07-09,*Jasmine,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A730722,2016-06-09,,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A732264,2015-12-04,King,2016-08-17T00:00:00-05:00,08-2016,Adoption,,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black
A732157,2005-08-03,Oso,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Neutered Male,11 years,Border Collie Mix,Black/White
A732415,2015-08-07,Kerby,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever Mix,Black
A732416,2015-08-07,Peaches,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan
A732563,2015-08-09,*Shelly,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Spayed Female,1 year,Beagle Mix,Black/White
A732645,2016-06-11,*Liza,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A732740,2015-08-12,Coco,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
A729960,2016-05-12,Colby,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange Tabby
A729551,2016-05-20,Jack,2016-08-17T00:00:00-05:00,08-2016,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
