animal_id,name,datetime,datetime2,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color
A664481,Costello,2013-10-04T10:46:00.000,2013-10-04T10:46:00.000,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Black/Tan
A664482,,2013-10-04T10:46:00.000,2013-10-04T10:46:00.000,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Tan
A664483,,2013-10-04T10:46:00.000,2013-10-04T10:46:00.000,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Tan
A664484,,2013-10-04T10:46:00.000,2013-10-04T10:46:00.000,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Dachshund Wirehair/Border Terrier,Black/Tan
A664485,*Peaches,2013-10-04T11:01:00.000,2013-10-04T11:01:00.000,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A664486,*Taylor,2013-10-04T11:01:00.000,2013-10-04T11:01:00.000,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A664487,*Chris Angel,2013-10-04T11:01:00.000,2013-10-04T11:01:00.000,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A664489,Nikole,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A664490,*Nikko,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664491,,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664492,*Hercules,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664493,*Teddy,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664623,Dahlia,2013-10-04T11:05:00.000,2013-10-04T11:05:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A632333,Charcoal,2013-10-04T11:32:00.000,2013-10-04T11:32:00.000,Manchaca/ Slaughter in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Blue/White
A664498,Gypsy,2013-10-04T11:38:00.000,2013-10-04T11:38:00.000,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Mastiff/Dutch Shepherd,Brown Brindle
A664494,*Flower,2013-10-04T11:44:00.000,2013-10-04T11:44:00.000,Great Hills Trail in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Longhair Mix,Tortie
A653571,T-Che,2013-10-04T11:50:00.000,2013-10-04T11:50:00.000,5704 Arcadia Cir in Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Brown/White
A664496,,2013-10-04T12:00:00.000,2013-10-04T12:00:00.000,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,8 years,Rat Terrier Mix,White/Black
A664497,,2013-10-04T12:00:00.000,2013-10-04T12:00:00.000,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier/Australian Cattle Dog,Tricolor
A664499,,2013-10-04T12:00:00.000,2013-10-04T12:00:00.000,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Tricolor
A664501,Mittens,2013-10-04T12:08:00.000,2013-10-04T12:08:00.000,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664502,,2013-10-04T12:08:00.000,2013-10-04T12:08:00.000,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664503,,2013-10-04T12:08:00.000,2013-10-04T12:08:00.000,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664504,Matilda,2013-10-04T12:22:00.000,2013-10-04T12:22:00.000,Austin (TX),Stray,Normal,Dog,Spayed Female,6 months,Pit Bull Mix,White/Blue
A664507,,2013-10-04T13:57:00.000,2013-10-04T13:57:00.000,East William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Dachshund/Chihuahua Shorthair,Brown/Tan
A664506,Pearl,2013-10-04T13:59:00.000,2013-10-04T13:59:00.000,4106 N Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Greyhound Mix,Tan/White
A664509,*Dancer,2013-10-04T14:02:00.000,2013-10-04T14:02:00.000,1601 E Slaughter Ln in Travis (TX),Stray,Normal,Dog,Intact Female,7 months,Boxer Mix,Black/White
A663123,Travis,2013-10-04T14:05:00.000,2013-10-04T14:05:00.000,Lapoynor St in Manor (TX),Stray,Normal,Dog,Neutered Male,10 months,Dachshund Wirehair/Standard Poodle,Black
A663004,*Allie,2013-10-04T14:11:00.000,2013-10-04T14:11:00.000,2201 Willow Creek Dr in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Bulldog/Australian Cattle Dog,Black/White
A664510,*Gizzmo,2013-10-04T14:27:00.000,2013-10-04T14:27:00.000,10303 Georgian Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Longhair Mix,Blue/White
A664511,*Franklin,2013-10-04T14:28:00.000,2013-10-04T14:28:00.000,4400 Franklin  Park in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Brown
A664513,*Sarah,2013-10-04T15:00:00.000,2013-10-04T15:00:00.000,71 And Bee Caves in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A664514,Zane,2013-10-04T15:23:00.000,2013-10-04T15:23:00.000,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Manx Mix,Brown Tabby/White
A664515,Chloe,2013-10-04T15:23:00.000,2013-10-04T15:23:00.000,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Manx Mix,Calico
A664516,Sable,2013-10-04T15:23:00.000,2013-10-04T15:23:00.000,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A664517,Cheddar,2013-10-04T15:23:00.000,2013-10-04T15:23:00.000,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby
A664519,,2013-10-04T16:20:00.000,2013-10-04T16:20:00.000,9611 Decker Lake Rd in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,Carolina Dog Mix,Sable
A664521,*Graham,2013-10-04T17:12:00.000,2013-10-04T17:12:00.000,Westgate And William Cannon in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow
A664522,*Lucy,2013-10-04T17:32:00.000,2013-10-04T17:32:00.000,9100 Meadow Green in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Yellow
A651690,Rocky,2013-10-04T17:36:00.000,2013-10-04T17:36:00.000,Grove/ Fairway in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown
A664524,,2013-10-04T18:06:00.000,2013-10-04T18:06:00.000,E Riverside in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Cream
A664529,*Magic,2013-10-04T18:34:00.000,2013-10-04T18:34:00.000,9220 Ovalla Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A664528,Glinda,2013-10-04T18:49:00.000,2013-10-04T18:49:00.000,9617 Great Hills Trl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Toy Poodle Mix,White
A664532,,2013-10-04T22:05:00.000,2013-10-04T22:05:00.000,Immunell in Pflugerville (TX),Wildlife,Normal,Other,Unknown,0 years,Bat Mix,Brown/Brown
A664605,Diesel,2013-10-05T00:02:00.000,2013-10-05T00:02:00.000,1515 Fairfield in Austin (TX),Public Assist,Injured,Dog,Spayed Female,3 years,Pointer Mix,White/Brown
A664536,*Angel,2013-10-05T09:21:00.000,2013-10-05T09:21:00.000,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black/White
A664537,Avery,2013-10-05T09:21:00.000,2013-10-05T09:21:00.000,4434 Frontier Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A664538,Madeline,2013-10-05T10:53:00.000,2013-10-05T10:53:00.000,14314 Commins Way in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Queensland Heeler Mix,Blue Merle/Tan
A664539,Jj,2013-10-05T11:01:00.000,2013-10-05T11:01:00.000,Shropshire/Alamo in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/Black
A664540,Baby Girl,2013-10-05T11:15:00.000,2013-10-05T11:15:00.000,2600 Mallard Green Cove in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rat Terrier Mix,Tricolor
A664541,*Finn,2013-10-05T11:24:00.000,2013-10-05T11:24:00.000,Jones Rd And Buffalo Pass in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A664542,*Cake,2013-10-05T11:24:00.000,2013-10-05T11:24:00.000,Jones Rd And Buffalo Pass in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A664544,*Clover,2013-10-05T11:34:00.000,2013-10-05T11:34:00.000,1902 Alguno Rd in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
A664545,*Crimson,2013-10-05T11:34:00.000,2013-10-05T11:34:00.000,1902 Alguno Rd in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A664546,*Joanna,2013-10-05T11:34:00.000,2013-10-05T11:34:00.000,1902 Alguno Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A664547,Azula,2013-10-05T11:37:00.000,2013-10-05T11:37:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
A664548,Katniss,2013-10-05T11:37:00.000,2013-10-05T11:37:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Tortie
A664549,,2013-10-05T11:52:00.000,2013-10-05T11:52:00.000,12401 Pauls Valley Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 days,Manx Mix,Tortie
A664558,Happy,2013-10-05T12:02:00.000,2013-10-05T12:02:00.000,Cedar Grove Dr And Copperbend Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Border Terrier Mix,White/Brown
A633952,Maximus,2013-10-05T12:28:00.000,2013-10-05T12:28:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A654782,Phoebe,2013-10-05T12:31:00.000,2013-10-05T12:31:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,11 months,Pointer/Labrador Retriever,White/Black
A664559,Duke,2013-10-05T12:38:00.000,2013-10-05T12:38:00.000,14850 Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Shepherd/Rhod Ridgeback,Black/Red
A664560,Dante,2013-10-05T12:38:00.000,2013-10-05T12:38:00.000,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White
A635201,Kiki,2013-10-05T12:55:00.000,2013-10-05T12:55:00.000,4701 Staggerbrush in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black
A664561,,2013-10-05T13:05:00.000,2013-10-05T13:05:00.000,15005 Nuttall Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A663864,Bella,2013-10-05T13:11:00.000,2013-10-05T13:11:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,American Bulldog Mix,White/Brown
A664371,Yogi,2013-10-05T13:13:00.000,2013-10-05T13:13:00.000,Del Valle (TX),Public Assist,Normal,Dog,Intact Male,4 months,Labrador Retriever/German Shepherd,Black
A664369,Max,2013-10-05T13:13:00.000,2013-10-05T13:13:00.000,Del Valle (TX),Public Assist,Normal,Dog,Intact Male,4 months,Labrador Retriever/German Shepherd,Black
A657774,Ottis,2013-10-05T13:16:00.000,2013-10-05T13:16:00.000,Redd St And Diane Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A664563,Lola,2013-10-05T13:21:00.000,2013-10-05T13:21:00.000,2815 E 71 in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Tan
A664565,,2013-10-05T13:24:00.000,2013-10-05T13:24:00.000,12924 Ceder St in Manor (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
A664566,,2013-10-05T13:24:00.000,2013-10-05T13:24:00.000,12924 Ceder St in Manor (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair Mix,White
A664564,Remi,2013-10-05T13:28:00.000,2013-10-05T13:28:00.000,Dove Springs And Wagon Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A664571,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie
A664573,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A664574,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A664575,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Orange Tabby
A664576,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby
A664577,,2013-10-05T13:43:00.000,2013-10-05T13:43:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A549167,Manda,2013-10-05T13:56:00.000,2013-10-05T13:56:00.000,Williamson (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Great Pyrenees/Border Collie,White/Black
A549989,Bert,2013-10-05T13:57:00.000,2013-10-05T13:57:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A664572,Twilight,2013-10-05T14:10:00.000,2013-10-05T14:10:00.000,Hwy 183 And  51St  St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
A664587,,2013-10-05T14:14:00.000,2013-10-05T14:14:00.000,12315 Rayden St. in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Anatol Shepherd Mix,White/Tricolor
A664589,Jax,2013-10-05T14:14:00.000,2013-10-05T14:14:00.000,12315 Rayden St. in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Anatol Shepherd Mix,Yellow
A664590,Sesame,2013-10-05T14:14:00.000,2013-10-05T14:14:00.000,12315 Rayden St. in Travis (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Anatol Shepherd Mix,White
A664578,Rufus,2013-10-05T14:36:00.000,2013-10-05T14:36:00.000,5246 E 71 in Travis (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Black Brindle/White
A664584,,2013-10-05T14:52:00.000,2013-10-05T14:52:00.000,11410 Jim Thorte in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A664585,,2013-10-05T14:52:00.000,2013-10-05T14:52:00.000,11410 Jim Thorte in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A664586,,2013-10-05T14:52:00.000,2013-10-05T14:52:00.000,11410 Jim Thorte in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A664579,,2013-10-05T14:55:00.000,2013-10-05T14:55:00.000,8425 Adirondack Trail in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/White
A664582,,2013-10-05T14:55:00.000,2013-10-05T14:55:00.000,124 West Anderson in Austin (TX),Stray,Normal,Cat,Unknown,3 months,Domestic Shorthair Mix,Black/White
A664583,,2013-10-05T14:55:00.000,2013-10-05T14:55:00.000,124 West Anderson in Austin (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Medium Hair Mix,Black/White
A664550,*Bubbles,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Male,4 days,Chinese Sharpei Mix,White/Brown Brindle
A664551,*Roxy,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Female,4 days,Chinese Sharpei Mix,Black/White
A664552,*Penny,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Female,4 days,Chinese Sharpei Mix,White/Black
A664553,*Spunky,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Male,4 days,Chinese Sharpei Mix,Black/White
A664554,*Button,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Male,4 days,Chinese Sharpei Mix,Brown Brindle/White
A664555,Ryder,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Male,4 days,Chinese Sharpei/Border Collie,Black/White
A664556,*Angel,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Female,4 days,Chinese Sharpei Mix,White/Black
A664557,Kyrie,2013-10-05T15:40:00.000,2013-10-05T15:40:00.000,Austin (TX),Stray,Nursing,Dog,Intact Female,4 days,Chinese Sharpei Mix,Black/White
A664593,Chiquilla,2013-10-05T16:00:00.000,2013-10-05T16:00:00.000,10Th /Rio Grande in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A664595,,2013-10-05T16:02:00.000,2013-10-05T16:02:00.000,1804 Madagorda in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Brown Brindle
A664596,Ellie,2013-10-05T16:13:00.000,2013-10-05T16:13:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Great Pyrenees Mix,White
A664597,Phoebe,2013-10-05T16:17:00.000,2013-10-05T16:17:00.000,183/Fm 812 in Austin (TX),Stray,Other,Dog,Intact Female,4 months,Pit Bull Mix,Blue/White
A664598,Diva,2013-10-05T16:40:00.000,2013-10-05T16:40:00.000,10816  Clubhouse Trun Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Brown Brindle/White
A664599,Muffin,2013-10-05T17:48:00.000,2013-10-05T17:48:00.000,Slaughter Lane And Mopac in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Miniature Poodle Mix,White
A664600,Nikii,2013-10-05T17:48:00.000,2013-10-05T17:48:00.000,Slaughter Lane And Mopac in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Miniature Poodle Mix,Black
A664601,,2013-10-05T18:20:00.000,2013-10-05T18:20:00.000,6913 Old Post Loop in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby/White
A664602,Blue,2013-10-05T21:48:00.000,2013-10-05T21:48:00.000,10505 Circle Dr. in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Doberman Pinsch,Blue/Tan
A632969,Kane,2013-10-05T21:48:00.000,2013-10-05T21:48:00.000,10505 Circle Dr. in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
A349334,Grunt,2013-10-05T23:10:00.000,2013-10-05T23:10:00.000,4501 E. Ben White in Austin (TX),Public Assist,Normal,Dog,Neutered Male,11 years,Labrador Retriever/Siberian Husky,Black/White
A664606,Scooter,2013-10-06T06:05:00.000,2013-10-06T06:05:00.000,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Miniature Schnauzer Mix,White
A664608,Rosco,2013-10-06T10:47:00.000,2013-10-06T10:47:00.000,1801 Citation Dr in Del Valle (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White
A663572,*Starla,2013-10-06T11:00:00.000,2013-10-06T11:00:00.000,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,3 years,Anatol Shepherd Mix,White/Brown
A663649,Tank,2013-10-06T11:06:00.000,2013-10-06T11:06:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,Pit Bull Mix,Tricolor
A664609,,2013-10-06T11:20:00.000,2013-10-06T11:20:00.000,10707 Lake Creek Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A664611,Black,2013-10-06T11:27:00.000,2013-10-06T11:27:00.000,Burleson And Airport in Austin (TX),Stray,Normal,Dog,Spayed Female,8 months,Beagle Mix,Black/Tan
A256412,Beau,2013-10-06T11:33:00.000,2013-10-06T11:33:00.000,1001 Pres Arriba Rd in Austin (TX),Stray,Injured,Dog,Intact Male,16 years,Labrador Retriever Mix,Yellow
A664612,,2013-10-06T11:41:00.000,2013-10-06T11:41:00.000,15005 Nuttall in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
A664613,*Pammy,2013-10-06T11:46:00.000,2013-10-06T11:46:00.000,71 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie/American Staffordshire Terrier,Black/White
A529890,Vegas,2013-10-06T11:57:00.000,2013-10-06T11:57:00.000,Austin (TX),Euthanasia Request,Normal,Dog,Intact Male,9 years,Pit Bull,Blue/White
A664616,Netty,2013-10-06T12:15:00.000,2013-10-06T12:15:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Black
A664618,Sierra,2013-10-06T12:15:00.000,2013-10-06T12:15:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/Tan
A664619,Lucas,2013-10-06T12:15:00.000,2013-10-06T12:15:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Tan
A637539,Puddles,2013-10-06T12:26:00.000,2013-10-06T12:26:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,White/Black
A664621,*Magic,2013-10-06T12:56:00.000,2013-10-06T12:56:00.000,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog/Border Collie,Tricolor
A664626,,2013-10-06T13:57:00.000,2013-10-06T13:57:00.000,3500 Pecan Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A664624,*Smurfy,2013-10-06T14:01:00.000,2013-10-06T14:01:00.000,Bratton Ln & Shoreline Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A664625,Juanito,2013-10-06T14:13:00.000,2013-10-06T14:13:00.000,16100 N Ih 35 & Greenlawn Blvd in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/White
A664627,*Casey Jones,2013-10-06T14:45:00.000,2013-10-06T14:45:00.000,Stassney And William Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Orange
A664628,,2013-10-06T14:47:00.000,2013-10-06T14:47:00.000,Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,Torbie
A664629,,2013-10-06T14:47:00.000,2013-10-06T14:47:00.000,Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Orange Tabby
A664631,Moon Shadow,2013-10-06T14:56:00.000,2013-10-06T14:56:00.000,Dessau And Parmer in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky Mix,White
A641222,Bobby,2013-10-06T15:16:00.000,2013-10-06T15:16:00.000,Hyde Park in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Black
A652729,Yoda,2013-10-06T15:45:00.000,2013-10-06T15:45:00.000,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,7 months,Kuvasz/Labrador Retriever,White
A664634,Sandy,2013-10-06T16:11:00.000,2013-10-06T16:11:00.000,Riverside And Wickersham in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Shih Tzu/Havanese,White/Buff
A664635,Annie,2013-10-06T16:11:00.000,2013-10-06T16:11:00.000,Riverside And Wickersham in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Shih Tzu,Sable
A664637,Willow,2013-10-06T16:20:00.000,2013-10-06T16:20:00.000,4813 Copperbend Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pekingese,Tan/White
A664638,*Minerva,2013-10-06T16:26:00.000,2013-10-06T16:26:00.000,24Th And San Gabriel in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Black Smoke
A664643,,2013-10-06T16:50:00.000,2013-10-06T16:50:00.000,Lacrosse And Escarpment in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664644,,2013-10-06T16:50:00.000,2013-10-06T16:50:00.000,Lacrosse And Escarpment in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664641,,2013-10-06T16:52:00.000,2013-10-06T16:52:00.000,9701 Brown Ln in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair Mix,Tortie
A664633,,2013-10-06T17:00:00.000,2013-10-06T17:00:00.000,9705 Meadowheath Dr in Austin (TX),Wildlife,Sick,Other,Unknown,4 weeks,Raccoon,Brown/Black
A664646,Ruby,2013-10-06T17:25:00.000,2013-10-06T17:25:00.000,Airport And Springdale in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Australian Shepherd Mix,Red/White
A664653,*Andy,2013-10-06T17:38:00.000,2013-10-06T17:38:00.000,10714 San Jose Ave Lot R in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula/Mastiff,Tricolor
A664622,Perrito,2013-10-06T18:26:00.000,2013-10-06T18:26:00.000,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Maltese Mix,White
