animal_id,name,datetime,datetime2,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color
A664871,Perla,2013-10-10T11:07:00.000,2013-10-10T11:07:00.000,Sky Harbor in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan/White
A664872,,2013-10-10T11:12:00.000,2013-10-10T11:12:00.000,923 Bodark in Austin (TX),Stray,Sick,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A644592,*Zelda,2013-10-10T11:15:00.000,2013-10-10T11:15:00.000,1815 Gracie Farms Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black
A616584,Chico,2013-10-10T11:27:00.000,2013-10-10T11:27:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black
A664874,Bucky,2013-10-10T11:38:00.000,2013-10-10T11:38:00.000,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown
A664875,Lucy,2013-10-10T11:38:00.000,2013-10-10T11:38:00.000,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,White/Black
A664877,,2013-10-10T12:13:00.000,2013-10-10T12:13:00.000,3600 Presidential Blvd (Airport) in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A664878,,2013-10-10T12:15:00.000,2013-10-10T12:15:00.000,1101 East Slaughter in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A664879,,2013-10-10T12:15:00.000,2013-10-10T12:15:00.000,1101 East Slaughter in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A664880,Dody Becerra,2013-10-10T12:21:00.000,2013-10-10T12:21:00.000,Westgate And Deaton Hill in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Beagle/Dachshund,Brown Brindle/White
A664881,Minnie,2013-10-10T12:26:00.000,2013-10-10T12:26:00.000,1719 Willow Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Chihuahua Longhair Mix,Tan
A664882,Casper,2013-10-10T12:32:00.000,2013-10-10T12:32:00.000,6202 Thurgood Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
A664883,Esperanza,2013-10-10T12:32:00.000,2013-10-10T12:32:00.000,Wickham Ln in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Maltese Mix,White
A615391,Molly,2013-10-10T13:05:00.000,2013-10-10T13:05:00.000,124 W Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan
A664887,*Gia,2013-10-10T13:48:00.000,2013-10-10T13:48:00.000,1901 Onion Creek Pkwy in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A664888,*Gretel,2013-10-10T13:56:00.000,2013-10-10T13:56:00.000,124 W Anderson Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A635698,*Taco,2013-10-10T13:59:00.000,2013-10-10T13:59:00.000,4601 Molera Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Black
A664889,,2013-10-10T14:04:00.000,2013-10-10T14:04:00.000,Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund Mix,Black/Tan
A612598,Harvey,2013-10-10T14:18:00.000,2013-10-10T14:18:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,Tan/White
A664890,Billy,2013-10-10T14:30:00.000,2013-10-10T14:30:00.000,3010 Guerrero in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund/English Bulldog,Brown
A664891,*Zane,2013-10-10T14:45:00.000,2013-10-10T14:45:00.000,11613 Morning View in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Brown/Black
A664893,*Midge,2013-10-10T15:02:00.000,2013-10-10T15:02:00.000,Muffin Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Black Mouth Cur/Dachshund,Tan/White
A664894,Charlie,2013-10-10T15:02:00.000,2013-10-10T15:02:00.000,Muffin Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Black Mouth Cur/Dachshund,Tan/White
A664895,*Silkie,2013-10-10T15:23:00.000,2013-10-10T15:23:00.000,183 & Jamestown in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Blue Lacy Mix,Blue/White
A664896,Scout,2013-10-10T15:23:00.000,2013-10-10T15:23:00.000,183 & Jamestown in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Basenji Mix,Tan/White
A664897,,2013-10-10T15:34:00.000,2013-10-10T15:34:00.000,11511 Angus Rd. #1824 in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray/Brown
A664898,,2013-10-10T15:43:00.000,2013-10-10T15:43:00.000,"Abia, in Travis (TX)",Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray
A664903,Rebel,2013-10-10T15:51:00.000,2013-10-10T15:51:00.000,Hogan Ave in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund/Pembroke Welsh Corgi,Red/White
A664904,Ringo,2013-10-10T16:18:00.000,2013-10-10T16:18:00.000,12117 Manchaca Rd. in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Chow Chow Mix,Red/White
A660512,Filina,2013-10-10T16:28:00.000,2013-10-10T16:28:00.000,Rotherham in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Australian Cattle Dog Mix,White/Brown Brindle
A664907,*Henry,2013-10-10T16:37:00.000,2013-10-10T16:37:00.000,13207 Wright Road in Austin (TX),Stray,Injured,Cat,Intact Male,5 years,Snowshoe Mix,Seal Point
A664906,Charlie,2013-10-10T16:41:00.000,2013-10-10T16:41:00.000,107 Mist Flower Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Female,1 year,Abyssinian Mix,Torbie
A664916,*Phoenix,2013-10-10T18:04:00.000,2013-10-10T18:04:00.000,9707 Teasdale Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pug Mix,Brown/White
A664917,*Big Otis,2013-10-10T18:04:00.000,2013-10-10T18:04:00.000,9707 Teasdale Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Yellow
A664922,,2013-10-10T18:55:00.000,2013-10-10T18:55:00.000,Parker in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Miniature Schnauzer,Silver
A664671,Lucky,2013-10-10T19:00:00.000,2013-10-10T19:00:00.000,Pflugerville (TX),Public Assist,Normal,Dog,Intact Male,14 years,Siberian Husky Mix,Black/White
A664923,,2013-10-10T21:18:00.000,2013-10-10T21:18:00.000,43 Rainey in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A664924,Frijolito,2013-10-10T22:26:00.000,2013-10-10T22:26:00.000,1608 Red Fox Rd. in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A664925,*Cloe,2013-10-10T22:49:00.000,2013-10-10T22:49:00.000,11349 Church Canyon Dr. in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A664926,,2013-10-11T08:28:00.000,2013-10-11T08:28:00.000,Blake Manor And Briarcreek in Travis (TX),Stray,Injured,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown
A664928,*Ebbie,2013-10-11T08:28:00.000,2013-10-11T08:28:00.000,7204 Carver in Travis (TX),Stray,Injured,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby
A664097,Remmy,2013-10-11T08:51:00.000,2013-10-11T08:51:00.000,South Austin in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Pointer Mix,Black/White
A664929,,2013-10-11T08:58:00.000,2013-10-11T08:58:00.000,901 W Ben White in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown
A664931,Chester,2013-10-11T10:57:00.000,2013-10-11T10:57:00.000,111 Old Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier Mix,White/Brown
A664932,,2013-10-11T10:57:00.000,2013-10-11T10:57:00.000,111 Old Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair Mix,White/Brown
A664930,,2013-10-11T11:00:00.000,2013-10-11T11:00:00.000,1712 East 11Th St in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Maine Coon Mix,Brown Tabby
A664934,Seymour,2013-10-11T11:07:00.000,2013-10-11T11:07:00.000,Melissa Oaks And Pioneer Forest Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Parson Russell Terrier Mix,White/Brown
A664935,Mack Mack,2013-10-11T11:08:00.000,2013-10-11T11:08:00.000,3901 Doctor Scott Lane in Del Valle (TX),Stray,Normal,Dog,Intact Male,2 years,Black Mouth Cur Mix,Tan
A664933,*Zach,2013-10-11T11:08:00.000,2013-10-11T11:08:00.000,3901 Doctor Scott Lane in Del Valle (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan
A664936,*Jester,2013-10-11T11:20:00.000,2013-10-11T11:20:00.000,501 U.S. 183 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A654976,Frijolito,2013-10-11T11:33:00.000,2013-10-11T11:33:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White
A664937,,2013-10-11T11:38:00.000,2013-10-11T11:38:00.000,Lisa Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Californian Mix,Lilac Point
A664938,,2013-10-11T11:38:00.000,2013-10-11T11:38:00.000,Lisa Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Californian Mix,Seal Point
A664940,Laika,2013-10-11T12:10:00.000,2013-10-11T12:10:00.000,Mlk & Temple Dr. in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White
A664941,Tequila,2013-10-11T12:10:00.000,2013-10-11T12:10:00.000,Mlk & Temple Dr. in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Red/White
A664942,*William,2013-10-11T12:36:00.000,2013-10-11T12:36:00.000,7227 E Hwy 290 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A664943,*Leo,2013-10-11T12:45:00.000,2013-10-11T12:45:00.000,Cuernavaca in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Black
A664944,Fuzzyball,2013-10-11T12:47:00.000,2013-10-11T12:47:00.000,Del Valle (TX),Owner Surrender,Sick,Cat,Neutered Male,10 years,Maine Coon Mix,Brown Tabby
A664945,,2013-10-11T13:02:00.000,2013-10-11T13:02:00.000,Blake Manor Road in Del Valle (TX),Stray,Other,Dog,Intact Male,10 years,Cocker Spaniel,White/Tan
A664947,Mei Mei,2013-10-11T13:17:00.000,2013-10-11T13:17:00.000,3663 Bee Caves Rd in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Cream Tabby/White
A663168,Archer,2013-10-11T13:21:00.000,2013-10-11T13:21:00.000,1010 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A664948,*Winnie,2013-10-11T13:48:00.000,2013-10-11T13:48:00.000,3712 Carson Hill in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Brown/White
A664949,Lucy,2013-10-11T13:53:00.000,2013-10-11T13:53:00.000,Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Black/White
A664951,Twinkle,2013-10-11T14:31:00.000,2013-10-11T14:31:00.000,7622 State Highway 71 W in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Chihuahua Shorthair Mix,Tricolor
A664952,*Alice,2013-10-11T14:39:00.000,2013-10-11T14:39:00.000,1138 Northwestern in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A664953,*Figgy,2013-10-11T14:39:00.000,2013-10-11T14:39:00.000,1138 Northwestern in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White
A664969,,2013-10-11T14:54:00.000,2013-10-11T14:54:00.000,2206-4 Riverside Farms Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Torbie/White
A664954,,2013-10-11T15:04:00.000,2013-10-11T15:04:00.000,3611 South Pace Bend Road in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Black/White
A664505,Tifa,2013-10-11T15:11:00.000,2013-10-11T15:11:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby/White
A664956,,2013-10-11T15:21:00.000,2013-10-11T15:21:00.000,Davis/Brodie in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A664958,,2013-10-11T15:21:00.000,2013-10-11T15:21:00.000,Davis/Brodie in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A664959,,2013-10-11T15:21:00.000,2013-10-11T15:21:00.000,Davis/Brodie in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Black
A664957,Toby,2013-10-11T15:24:00.000,2013-10-11T15:24:00.000,Fm 969  And Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Black/Brown
A657286,Chako,2013-10-11T15:31:00.000,2013-10-11T15:31:00.000,5208 La Bahia Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Red/White
A654218,D.O.G.,2013-10-11T15:56:00.000,2013-10-11T15:56:00.000,7014  Ellroy Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,9 months,Pit Bull Mix,Black/White
A664960,G.O.D.,2013-10-11T15:56:00.000,2013-10-11T15:56:00.000,7014  Ellroy Rd in Travis (TX),Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix,Black/White
A663330,Angel,2013-10-11T16:24:00.000,2013-10-11T16:24:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
A664963,*Austin,2013-10-11T17:28:00.000,2013-10-11T17:28:00.000,Manor Rd And Airport Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog/Pit Bull,Tan/White
A664972,*James,2013-10-11T18:04:00.000,2013-10-11T18:04:00.000,21500 Ann Showers Dr in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Siamese Mix,Lynx Point
A664973,Walter,2013-10-11T18:04:00.000,2013-10-11T18:04:00.000,21500 Ann Showers Dr in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Snowshoe Mix,Seal Point
A664974,*Jeffie,2013-10-11T18:04:00.000,2013-10-11T18:04:00.000,21500 Ann Showers Dr in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A664975,*Lylah,2013-10-11T18:04:00.000,2013-10-11T18:04:00.000,21500 Ann Showers Dr in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Siamese Mix,Lynx Point
A655144,Star,2013-10-11T18:11:00.000,2013-10-11T18:11:00.000,Austin (TX),Public Assist,Normal,Dog,Intact Female,7 months,Miniature Schnauzer Mix,Gray/Black
A664967,Hercules,2013-10-11T18:13:00.000,2013-10-11T18:13:00.000,W 55Th in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black
A664968,Simba,2013-10-11T18:13:00.000,2013-10-11T18:13:00.000,W 55Th in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,German Shepherd Mix,Tan/Black
A664970,,2013-10-11T18:16:00.000,2013-10-11T18:16:00.000,12440 Alameda Trace Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A664971,,2013-10-11T18:16:00.000,2013-10-11T18:16:00.000,12440 Alameda Trace Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A664978,,2013-10-11T18:26:00.000,2013-10-11T18:26:00.000,Metric And Braker in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Black
A664980,Pepper,2013-10-11T18:37:00.000,2013-10-11T18:37:00.000,Brant Rd And Ih 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,English Pointer/Labrador Retriever,Brown Brindle/White
A664977,,2013-10-11T18:38:00.000,2013-10-11T18:38:00.000,Peice in Travis (TX),Stray,Injured,Dog,Intact Male,4 years,Pit Bull Mix,White/Brown
A664979,Nacho,2013-10-11T18:52:00.000,2013-10-11T18:52:00.000,Anderson Mill And Hwy 183 in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Labrador Retriever Mix,Brown
A664982,,2013-10-12T11:00:00.000,2013-10-12T11:00:00.000,5720 Manchaca in Austin (TX),Stray,Sick,Dog,Intact Female,15 years,Chihuahua Shorthair Mix,Tan/White
A664983,,2013-10-12T11:05:00.000,2013-10-12T11:05:00.000,South Ec No Info in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Chocolate
A664986,,2013-10-12T11:09:00.000,2013-10-12T11:09:00.000,2206-4 Riverside Farms Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico/White
A664987,Sheba,2013-10-12T11:11:00.000,2013-10-12T11:11:00.000,7612 Marl in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pit Bull/Blue Lacy,Tan
A664984,Buddy,2013-10-12T11:11:00.000,2013-10-12T11:11:00.000,7612 Marl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue
A664988,*Lucky,2013-10-12T11:20:00.000,2013-10-12T11:20:00.000,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Blue Merle
A664989,,2013-10-12T11:21:00.000,2013-10-12T11:21:00.000,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,5 months,Australian Shepherd Mix,Brown/White
A664991,*Fritz,2013-10-12T11:25:00.000,2013-10-12T11:25:00.000,Old San Antonio Rd And Charlie in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Tan
A664453,Bruno Beau,2013-10-12T11:37:00.000,2013-10-12T11:37:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Staffordshire Mix,Brown Brindle/White
A664992,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Brown/Black
A664993,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Australian Cattle Dog Mix,Cream/White
A664995,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Cream/White
A664996,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Australian Cattle Dog Mix,Tricolor
A664997,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Tricolor
A664998,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Black/White
A664999,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Black/White
A665000,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Tan/Brown
A665001,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Australian Cattle Dog Mix,Brown/White
A665002,,2013-10-12T11:45:00.000,2013-10-12T11:45:00.000,509 E Todd Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Australian Cattle Dog Mix,Sable/White
A664994,Lucy,2013-10-12T11:52:00.000,2013-10-12T11:52:00.000,1904 B Garden St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese Mix,Lynx Point
A665003,Prof Griffin,2013-10-12T12:10:00.000,2013-10-12T12:10:00.000,14100 Thermal Driver in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor
A665005,,2013-10-12T12:10:00.000,2013-10-12T12:10:00.000,914 Taulbee Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A665004,Doogle,2013-10-12T12:12:00.000,2013-10-12T12:12:00.000,6700 Block South Ih30 in Travis (TX),Stray,Normal,Dog,Neutered Male,9 years,Skye Terrier Mix,Black/Gray
A665006,Sasha,2013-10-12T12:15:00.000,2013-10-12T12:15:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Border Collie Mix,White/Brown
A665007,Dexter,2013-10-12T12:20:00.000,2013-10-12T12:20:00.000,8524 Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Australian Shepherd Mix,Buff/White
A608029,Mommas,2013-10-12T12:25:00.000,2013-10-12T12:25:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A608028,Pookie,2013-10-12T12:27:00.000,2013-10-12T12:27:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A662933,Max,2013-10-12T12:43:00.000,2013-10-12T12:43:00.000,3809 Caldwell Ln in Del Valle (TX),Stray,Normal,Dog,Neutered Male,7 years,Pug Mix,Brown/Black
A665009,,2013-10-12T13:07:00.000,2013-10-12T13:07:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Red
A665010,,2013-10-12T13:07:00.000,2013-10-12T13:07:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan/Black
A665012,Cookie,2013-10-12T13:18:00.000,2013-10-12T13:18:00.000,4204 Sojourner in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull Mix,Fawn
A665015,Baby Kitty,2013-10-12T13:40:00.000,2013-10-12T13:40:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A665019,*Amber,2013-10-12T14:00:00.000,2013-10-12T14:00:00.000,711 Park Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Torbie
A664964,Diesel,2013-10-12T14:05:00.000,2013-10-12T14:05:00.000,Austin (TX),Public Assist,Normal,Dog,Intact Male,10 years,Pit Bull Mix,Yellow
A665021,,2013-10-12T14:10:00.000,2013-10-12T14:10:00.000,4509 E St Elmo Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A665022,,2013-10-12T14:14:00.000,2013-10-12T14:14:00.000,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A665023,Bear,2013-10-12T14:14:00.000,2013-10-12T14:14:00.000,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Longhair Mix,Cream Tabby
A665024,Buck,2013-10-12T14:14:00.000,2013-10-12T14:14:00.000,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A665025,Billy,2013-10-12T14:14:00.000,2013-10-12T14:14:00.000,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Cream Tabby
A665020,,2013-10-12T14:14:00.000,2013-10-12T14:14:00.000,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A665026,Happy,2013-10-12T14:43:00.000,2013-10-12T14:43:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Border Collie/Labrador Retriever,Black/White
A665027,*Loralinda,2013-10-12T14:53:00.000,2013-10-12T14:53:00.000,Hermitage Dr And Loralinda Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A664927,Chiko,2013-10-12T14:59:00.000,2013-10-12T14:59:00.000,17328 Golden Valley in Travis (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull/Basset Hound,Tan/White
A658734,Heidi,2013-10-12T15:10:00.000,2013-10-12T15:10:00.000,6800 North Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Dachshund Longhair/Cardigan Welsh Corgi,Red
A658735,Ruby,2013-10-12T15:10:00.000,2013-10-12T15:10:00.000,6800 North Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Dachshund/Cardigan Welsh Corgi,Red/White
A665030,*Red,2013-10-12T15:14:00.000,2013-10-12T15:14:00.000,Aria Dr And Fm 620 in Lakeway (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A665029,,2013-10-12T15:20:00.000,2013-10-12T15:20:00.000,685 Pecan in Pflugerville (TX),Stray,Other,Dog,Intact Female,4 months,Pit Bull Mix,Black/White
A587990,Cevrus,2013-10-12T16:18:00.000,2013-10-12T16:18:00.000,183 And Research in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Dachshund Mix,Black/White
A661949,*Marty,2013-10-12T16:21:00.000,2013-10-12T16:21:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby
A665038,,2013-10-12T16:49:00.000,2013-10-12T16:49:00.000,98 San Jacinto in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown
A665039,*Levi,2013-10-12T16:56:00.000,2013-10-12T16:56:00.000,Hwy 183/290 in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Red/White
A663667,*Cody,2013-10-12T17:17:00.000,2013-10-12T17:17:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,White/Brown
A665042,,2013-10-12T18:39:00.000,2013-10-12T18:39:00.000,1801 Fort View in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A665043,,2013-10-12T18:39:00.000,2013-10-12T18:39:00.000,1801 Fort View in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A420464,Loki,2013-10-13T09:48:00.000,2013-10-13T09:48:00.000,183 And Jollyville in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
